student_id,course,branch,cgpa,skills,interests,projects,certifications,career_goal
S01412,B.Tech,Architecture,9.46,"Python, CSS, AutoCAD, Java, HTML","AI, Cybersecurity","Portfolio Website, IoT Home Automation","AWS Cloud Practitioner, Cisco Networking Basics",AI Engineer
S01413,B.Arch,Architecture,8.4,"Architectural Design, Urban Planning, Revit",Pharma Research,"Urban Housing Layout, Bridge Design Simulation, Green Building Model","3DS Max Design, Urban Design Certification, Autodesk AutoCAD Certification",Architect
S01414,MBA,ME,6.07,"Project Management, SQL, Digital Marketing, Leadership, Excel","Cybersecurity, IoT","HR Analytics, Finance Forecasting Model","Six Sigma, Project Management Professional",Data Analyst
S01415,M.Tech,Architecture,6.74,"Data Analysis, Big Data, TensorFlow, Research, AI",Robotics,"Smart Grid Simulation, Deep Learning Research, NLP Chatbot System","TensorFlow Developer, Deep Learning Specialization",Software Engineer
S01416,B.Pharm,Pharmacy,9.0,"Biostatistics, Lab Techniques, Drug Safety, Pharmaceutical Chemistry, Quality Control","AI, Urban Design","Tablet Dissolution Test, Pharma Drug Stability Study, Clinical Research Report","Pharma Quality Cert, Clinical Research Certification",Quality Assurance Engineer
S01417,MBA,ME,6.84,"SQL, Business Analysis, Digital Marketing","Data Science, Web Development","Startup Business Plan, HR Analytics","Project Management Professional, Digital Marketing Certification",Product Manager
S01418,MCA,CE,6.89,"Java, Web Development, Data Structures",Pharma Research,"React Dashboard, Inventory Management System, Web Application System","Meta Front-End Developer, Full Stack Developer Cert",Web Developer
S01419,B.Arch,Architecture,6.67,"SketchUp, Revit, 3D Modeling, Architectural Design, Urban Planning","Data Science, Networking","3D City Design, Urban Housing Layout","Urban Design Certification, Autodesk AutoCAD Certification, Revit Professional",Architect
S01420,M.Pharm,Pharmacy,7.13,"Quality Assurance, Pharmacology, Drug Formulation, Clinical Trials",Business Analytics,"Clinical Data Analytics, Pharma R&D Project, Drug Formulation Study","Quality Assurance Certification, Clinical Data Management, Advanced Pharmacology",Architect
S01421,B.Arch,Architecture,8.01,"3D Modeling, Architectural Design, Revit, Urban Planning, SketchUp",Pharma Research,"Urban Housing Layout, Bridge Design Simulation","Revit Professional, Autodesk AutoCAD Certification, Urban Design Certification",Architect
S01422,B.Tech,AI,6.23,"CSS, C++, Cloud Computing","Web Development, AI","Chatbot Assistant, IoT Home Automation","Microsoft Azure Fundamentals, Cisco Networking Basics, AWS Cloud Practitioner",AI Engineer
S01423,MBA,ME,7.29,"Leadership, Project Management, Digital Marketing, Business Analysis, SQL","Civil Planning, Data Science","HR Analytics, Startup Business Plan","Google Business Analytics, Project Management Professional, Six Sigma",Product Manager
S01424,MCA,Pharmacy,7.32,"Data Structures, Node.js, Python, Django",Civil Planning,"React Dashboard, Online Exam Portal","Full Stack Developer Cert, Coursera Python for Everybody, Meta Front-End Developer",Web Developer
S01425,B.Arch,Architecture,9.36,"AutoCAD, Architectural Design, 3D Modeling, SketchUp",Web Development,"3D City Design, Bridge Design Simulation","Urban Design Certification, Autodesk AutoCAD Certification, 3DS Max Design",Architect
S01426,M.Pharm,Pharmacy,7.83,"Pharmacology, Clinical Trials, Quality Assurance",IoT,"Drug Toxicity Analysis, Clinical Data Analytics","Clinical Data Management, Advanced Pharmacology, Quality Assurance Certification",Quality Assurance Engineer
S01427,MBA,CSE,6.68,"Digital Marketing, Excel, Business Analysis, Leadership, Project Management",App Development,"Market Analysis Project, HR Analytics, Startup Business Plan","Six Sigma, Google Business Analytics",Product Manager
S01428,M.Pharm,Pharmacy,9.59,"Clinical Trials, Drug Formulation, Quality Assurance, Research, Pharmacology","Data Science, App Development","Drug Formulation Study, Clinical Data Analytics, Pharma R&D Project","Clinical Data Management, Quality Assurance Certification",Pharma Researcher
S01429,MBA,EEE,7.38,"SQL, Project Management, Digital Marketing, Leadership",Urban Design,"Finance Forecasting Model, HR Analytics, Market Analysis Project","Project Management Professional, Digital Marketing Certification, Six Sigma",Product Manager
S01430,MBA,CSE,6.66,"Digital Marketing, SQL, Business Analysis, Leadership, Excel",Data Science,"Startup Business Plan, Finance Forecasting Model, HR Analytics","Six Sigma, Project Management Professional",Product Manager
S01431,M.Tech,CSE,6.89,"Big Data, Data Analysis, TensorFlow, AI, Research","Cybersecurity, Civil Planning","AI-based Energy Optimization, Smart Grid Simulation, Deep Learning Research","Big Data Hadoop, Deep Learning Specialization",Cybersecurity Analyst
S01432,B.Pharm,Pharmacy,8.04,"Quality Control, Pharmaceutical Chemistry, Lab Techniques",Urban Design,"Clinical Research Report, Tablet Dissolution Test, Pharma Drug Stability Study","Drug Development Process, Clinical Research Certification",Quality Assurance Engineer
S01433,B.Pharm,Pharmacy,8.99,"Biostatistics, Pharmaceutical Chemistry, Lab Techniques","Business Analytics, Networking","Clinical Research Report, Tablet Dissolution Test, Pharma Drug Stability Study","Clinical Research Certification, Drug Development Process, Pharma Quality Cert",Quality Assurance Engineer
S01434,M.Tech,IT,9.31,"TensorFlow, Data Analysis, Python, Big Data","Web Development, Urban Design","AI-based Energy Optimization, Deep Learning Research","TensorFlow Developer, IBM AI Engineering",Data Analyst
S01435,M.Tech,ME,9.04,"Data Analysis, AI, Research, PyTorch","IoT, Urban Design","NLP Chatbot System, AI-based Energy Optimization","IBM AI Engineering, Big Data Hadoop",Mechanical Designer
S01436,M.Tech,Pharmacy,6.46,"Python, Deep Learning, AI, Data Analysis, TensorFlow",AI,"Smart Grid Simulation, Deep Learning Research, NLP Chatbot System","Deep Learning Specialization, IBM AI Engineering",AI Engineer
S01437,MCA,CE,8.74,"Web Development, React, Data Structures","Civil Planning, Product Management","Web Application System, Inventory Management System","Full Stack Developer Cert, Meta Front-End Developer",Web Developer
S01438,B.Tech,CE,8.27,"JavaScript, Python, Machine Learning, Java","Web Development, IoT","E-commerce Backend, IoT Home Automation","Cisco Networking Basics, Google Data Analytics, Microsoft Azure Fundamentals",AI Engineer
S01439,B.Tech,Pharmacy,7.55,"SQL, CSS, C++",Data Science,"IoT Home Automation, Loan Prediction Model","AWS Cloud Practitioner, Microsoft Azure Fundamentals",Web Developer
S01440,MCA,Architecture,9.3,"Node.js, Python, Java","AI, IoT","Web Application System, React Dashboard, Inventory Management System","Coursera Python for Everybody, Meta Front-End Developer, Full Stack Developer Cert",Software Engineer
S01441,M.Tech,DS,8.16,"TensorFlow, Deep Learning, Research, PyTorch","Pharma Research, Robotics","AI-based Energy Optimization, NLP Chatbot System, Deep Learning Research","Big Data Hadoop, IBM AI Engineering",AI Engineer
S01442,MCA,DS,7.61,"Data Structures, Web Development, Python, Node.js, React","Business Analytics, Cybersecurity","React Dashboard, Online Exam Portal","Coursera Python for Everybody, Meta Front-End Developer",Web Developer
S01443,M.Pharm,Pharmacy,9.14,"Pharmacology, Research, Drug Formulation","Pharma Research, AI","Drug Formulation Study, Clinical Data Analytics, Drug Toxicity Analysis","Advanced Pharmacology, Quality Assurance Certification, Clinical Data Management",Pharma Researcher
S01444,B.Pharm,Pharmacy,9.42,"Drug Safety, Lab Techniques, Biostatistics","Robotics, AI","Tablet Dissolution Test, Pharma Drug Stability Study, Clinical Research Report","Clinical Research Certification, Pharma Quality Cert",Quality Assurance Engineer
S01445,MBA,CSE,8.54,"Excel, Business Analysis, Leadership, Digital Marketing, Project Management",App Development,"Finance Forecasting Model, Market Analysis Project, Startup Business Plan","Project Management Professional, Google Business Analytics, Six Sigma",Product Manager
S01446,MBA,Pharmacy,8.41,"Excel, Business Analysis, Leadership, Digital Marketing, Project Management","Civil Planning, IoT","HR Analytics, Startup Business Plan, Finance Forecasting Model","Project Management Professional, Six Sigma, Digital Marketing Certification",Product Manager
S01447,MBA,ME,9.18,"Project Management, Business Analysis, Leadership","Cybersecurity, App Development","Startup Business Plan, Market Analysis Project, Finance Forecasting Model","Google Business Analytics, Digital Marketing Certification, Project Management Professional",Product Manager
S01448,B.Pharm,Pharmacy,8.61,"Biostatistics, Quality Control, Pharmaceutical Chemistry, Drug Safety, Lab Techniques",Web Development,"Tablet Dissolution Test, Clinical Research Report","Drug Development Process, Pharma Quality Cert, Clinical Research Certification",Quality Assurance Engineer
S01449,B.Arch,Architecture,6.35,"Revit, AutoCAD, Urban Planning, 3D Modeling, SketchUp",Urban Design,"Green Building Model, Urban Housing Layout, 3D City Design","3DS Max Design, Revit Professional",Architect
S01450,M.Pharm,Pharmacy,7.84,"Clinical Trials, Drug Formulation, Research, Pharmacology","Business Analytics, Pharma Research","Clinical Data Analytics, Drug Formulation Study, Drug Toxicity Analysis","Clinical Data Management, Advanced Pharmacology, Quality Assurance Certification",Pharma Researcher
S01451,B.Tech,CE,6.05,"Java, C++, AutoCAD","Urban Design, Networking","IoT Home Automation, Loan Prediction Model","Microsoft Azure Fundamentals, AWS Cloud Practitioner",Mechanical Designer
S01452,MBA,CSE,8.75,"Leadership, Business Analysis, Project Management, SQL","AI, Business Analytics","Startup Business Plan, HR Analytics","Google Business Analytics, Six Sigma, Project Management Professional",Product Manager
S01453,M.Pharm,Pharmacy,9.64,"Clinical Trials, Research, Quality Assurance",Urban Design,"Pharma R&D Project, Drug Toxicity Analysis, Clinical Data Analytics","Clinical Data Management, Quality Assurance Certification, Advanced Pharmacology",Pharma Researcher
S01454,B.Pharm,Pharmacy,7.47,"Biostatistics, Drug Safety, Pharmaceutical Chemistry, Lab Techniques",Civil Planning,"Pharma Drug Stability Study, Tablet Dissolution Test, Clinical Research Report","Pharma Quality Cert, Drug Development Process",Quality Assurance Engineer
S01455,B.Pharm,Pharmacy,9.82,"Drug Safety, Pharmaceutical Chemistry, Biostatistics, Lab Techniques","IoT, Networking","Tablet Dissolution Test, Clinical Research Report","Drug Development Process, Pharma Quality Cert, Clinical Research Certification",Quality Assurance Engineer
S01456,MBA,DS,6.28,"SQL, Digital Marketing, Leadership","Data Science, Robotics","Market Analysis Project, HR Analytics, Finance Forecasting Model","Digital Marketing Certification, Six Sigma",Product Manager
S01457,B.Arch,Architecture,9.32,"3D Modeling, Revit, SketchUp, Urban Planning",Data Science,"3D City Design, Green Building Model, Urban Housing Layout","Revit Professional, Autodesk AutoCAD Certification, Urban Design Certification",Architect
S01458,B.Pharm,Pharmacy,7.49,"Lab Techniques, Drug Safety, Biostatistics, Pharmaceutical Chemistry, Quality Control","Pharma Research, Cybersecurity","Tablet Dissolution Test, Pharma Drug Stability Study, Clinical Research Report","Pharma Quality Cert, Drug Development Process",Pharma Researcher
S01459,M.Pharm,Pharmacy,9.59,"Research, Pharmacology, Clinical Trials, Drug Formulation, Quality Assurance",Business Analytics,"Clinical Data Analytics, Pharma R&D Project","Quality Assurance Certification, Clinical Data Management, Advanced Pharmacology",Pharma Researcher
S01460,MCA,AI,6.89,"Django, React, Python",Data Science,"Inventory Management System, Online Exam Portal, React Dashboard","Full Stack Developer Cert, Coursera Python for Everybody",Web Developer
S01461,M.Pharm,Pharmacy,6.77,"Pharmacology, Quality Assurance, Drug Formulation, Research","Urban Design, Civil Planning","Drug Toxicity Analysis, Drug Formulation Study","Clinical Data Management, Advanced Pharmacology",Pharma Researcher
S01462,B.Arch,Architecture,6.95,"Urban Planning, 3D Modeling, Architectural Design, AutoCAD",AI,"Urban Housing Layout, Green Building Model, Bridge Design Simulation","Revit Professional, Autodesk AutoCAD Certification, Urban Design Certification",Architect
S01463,B.Tech,CE,6.36,"Machine Learning, SQL, CSS","Networking, IoT","Loan Prediction Model, E-commerce Backend","Google Data Analytics, Microsoft Azure Fundamentals, AWS Cloud Practitioner",AI Engineer
S01464,MCA,Architecture,8.46,"React, Django, Python, Web Development","AI, IoT","Online Exam Portal, React Dashboard","Meta Front-End Developer, Coursera Python for Everybody",Web Developer
S01465,B.Arch,Architecture,6.7,"SketchUp, AutoCAD, 3D Modeling, Architectural Design, Revit",App Development,"3D City Design, Bridge Design Simulation","3DS Max Design, Urban Design Certification, Revit Professional",Architect
S01466,B.Tech,CE,9.57,"Java, Machine Learning, C++",Robotics,"Loan Prediction Model, Chatbot Assistant","Cisco Networking Basics, Google Data Analytics, Microsoft Azure Fundamentals",AI Engineer
S01467,B.Arch,Architecture,7.25,"Architectural Design, SketchUp, AutoCAD, 3D Modeling, Urban Planning","App Development, Product Management","3D City Design, Urban Housing Layout","3DS Max Design, Autodesk AutoCAD Certification",Civil Engineer
S01468,M.Tech,DS,6.51,"Research, Python, Big Data, TensorFlow, Deep Learning",Data Science,"AI-based Energy Optimization, NLP Chatbot System","Deep Learning Specialization, Big Data Hadoop",AI Engineer
S01469,M.Tech,DS,6.39,"Research, Big Data, Deep Learning","Data Science, App Development","Deep Learning Research, Smart Grid Simulation","Deep Learning Specialization, IBM AI Engineering, Big Data Hadoop",AI Engineer
S01470,M.Tech,ME,6.72,"PyTorch, AI, Research, Big Data","IoT, AI","Smart Grid Simulation, NLP Chatbot System","Big Data Hadoop, TensorFlow Developer, IBM AI Engineering",AI Engineer
S01471,B.Tech,DS,9.71,"CSS, JavaScript, AutoCAD",Robotics,"Portfolio Website, Chatbot Assistant, Loan Prediction Model","Cisco Networking Basics, Google Data Analytics, AWS Cloud Practitioner",Web Developer
S01472,MBA,Architecture,7.45,"Leadership, Excel, Digital Marketing, Business Analysis","Web Development, Civil Planning","Market Analysis Project, HR Analytics","Six Sigma, Digital Marketing Certification, Project Management Professional",Product Manager
